crop,yield,rainfall,temperature
Potatoes,144125,1738,17
Rice,77112,1738,17
Sorghum,38171,1738,17
Soybeans,17893,1738,17
Spotatoes,183363,1738,17
Wheat,14976,1738,17
Maize,49126,600,9.2
Potatoes,197853,600,9.2
Wheat,39575,600,9.2
Maize,48468,600,7.9
Potatoes,167589,600,7.9
Wheat,38032,600,7.9
Maize,36699,600,8.65
Potatoes,133086,600,8.65
Wheat,30635,600,8.65
Maize,53160,600,7.67
Potatoes,206004,600,7.67
Wheat,33279,600,7.67
Maize,37503,600,8.78
Potatoes,135853,600,8.78
Wheat,31817,600,8.78
Maize,49586,600,8.16
Potatoes,163505,600,8.16
Wheat,36015,600,8.16
Maize,50514,600,6.71
Potatoes,202826,600,6.71
Wheat,34574,600,6.71
Maize,54011,600,7.81
Potatoes,159025,600,7.81
Wheat,32064,600,7.81
Maize,58272,600,8.17
Potatoes,200375,600,8.17
Wheat,36243,600,8.17
Maize,57506,600,8.96
Potatoes,157170,600,8.96
Wheat,35042,600,8.96
Maize,60637,600,9.56
Potatoes,193762,600,9.56
Wheat,32268,600,9.56
Maize,60683,600,8.26
Potatoes,162270,600,8.26
Wheat,35336,600,8.26
Maize,61563,600,9.14
Potatoes,193220,600,9.14
Wheat,38539,600,9.14
Maize,56935,600,8.33
Potatoes,196266,600,8.33
Soybeans,16007,600,8.33
Wheat,42811,600,8.33
Maize,57329,600,8.43
Potatoes,176293,600,8.43
Soybeans,11284,600,8.43
Wheat,39545,600,8.43
Maize,41609,600,8.64
Potatoes,150394,600,8.64
Soybeans,11429,600,8.64
Wheat,32447,600,8.64
Maize,65743,600,9.32
Potatoes,207006,600,9.32
Soybeans,15813,600,9.32
Wheat,39381,600,9.32
Maize,58149,600,9.51
Potatoes,190607,600,9.51
Soybeans,15224,600,9.51
Wheat,40716,600,9.51
Maize,62262,600,8.5
Potatoes,191018,600,8.5
Soybeans,16457,600,8.5
Wheat,41725,600,8.5
Maize,59824,600,7.67
Potatoes,210838,600,7.67
Soybeans,13757,600,7.67
Wheat,44290,600,7.67
Maize,71770,600,8.84
Potatoes,230338,600,8.84
Soybeans,15913,600,8.84
Wheat,41348,600,8.84
Maize,73481,600,8.48
Potatoes,243751,600,8.48
Soybeans,17076,600,8.48
Wheat,41438,600,8.48
Maize,65761,600,9.32
Potatoes,210624,600,9.32
Wheat,44367,600,9.32
Maize,30334,854,16.55
Potatoes,111599,854,16.55
Rice,46142,854,16.55
Spotatoes,81250,854,16.55
Wheat,14269,854,16.55
Yams,104819,854,16.55
Maize,30411,854,16.09
Potatoes,126513,854,16.09
Rice,50940,854,16.09
Spotatoes,77143,854,16.09
Wheat,20982,854,16.09
Yams,77020,854,16.09
Maize,34547,854,15.95
Potatoes,143260,854,15.95
Rice,51948,854,15.95
Spotatoes,90000,854,15.95
Wheat,12914,854,15.95
Yams,81455,854,15.95
Maize,37231,854,15.33
Potatoes,139420,854,15.33
Rice,52273,854,15.33
Spotatoes,91427,854,15.33
Wheat,16861,854,15.33
Yams,102035,854,15.33
Maize,40939,854,16.12
Potatoes,144950,854,16.12
Rice,54776,854,16.12
Spotatoes,93857,854,16.12
Wheat,19667,854,16.12
Yams,74403,854,16.12
Maize,43624,854,17.23
Potatoes,148462,854,17.23
Rice,57329,854,17.23
Spotatoes,95537,854,17.23
Wheat,13872,854,17.23
Yams,108140,854,17.23
Maize,46766,854,16.12
Potatoes,145807,854,16.12
Rice,60906,854,16.12
Spotatoes,96796,854,16.12
Wheat,17139,854,16.12
Yams,90960,854,16.12
Maize,49592,854,17.1
Potatoes,123949,854,17.1
Rice,57529,854,17.1
Spotatoes,98591,854,17.1
Wheat,11905,854,17.1
Yams,167258,854,17.1
Maize,53704,854,16.4
Potatoes,137551,854,16.4
Rice,59872,854,16.4
Spotatoes,106556,854,16.4
Wheat,10151,854,16.4
Yams,161538,854,16.4
Maize,57089,854,16.09
Potatoes,156482,854,16.09
Rice,59924,854,16.09
Spotatoes,88745,854,16.09
Wheat,15986,854,16.09
Yams,145941,854,16.09
Maize,57808,854,16.23
Potatoes,138196,854,16.23
Rice,59772,854,16.23
Spotatoes,85159,854,16.23
Wheat,15678,854,16.23
Yams,149690,854,16.23
Maize,58929,854,16.2
Potatoes,149725,854,16.2
Rice,58523,854,16.2
Spotatoes,83626,854,16.2
Wheat,8371,854,16.2
Yams,145819,854,16.2
Maize,57285,854,16.19
Potatoes,161642,854,16.19
Rice,57862,854,16.19
Spotatoes,82168,854,16.19
Wheat,17904,854,16.19
Yams,150154,854,16.19
Maize,57869,854,16.31
Potatoes,169935,854,16.31
Rice,58527,854,16.31
Spotatoes,81356,854,16.31
Wheat,15625,854,16.31
Yams,155006,854,16.31
Maize,46805,854,16.43
Potatoes,147282,854,16.43
Rice,55044,854,16.43
Spotatoes,82279,854,16.43
Wheat,6644,854,16.43
Yams,156771,854,16.43
Maize,52885,854,16.84
Potatoes,161059,854,16.84
Rice,58551,854,16.84
Spotatoes,78125,854,16.84
Wheat,23847,854,16.84
Yams,166667,854,16.84
Maize,58412,854,16.11
Potatoes,167685,854,16.11
Rice,58062,854,16.11
Spotatoes,78788,854,16.11
Wheat,18630,854,16.11
Yams,165625,854,16.11
Maize,63278,854,16.12
Potatoes,157519,854,16.12
Rice,57219,854,16.12
Spotatoes,79412,854,16.12
Wheat,23028,854,16.12
Yams,163636,854,16.12
Maize,66936,854,16.84
Potatoes,164431,854,16.84
Rice,56818,854,16.84
Spotatoes,132882,854,16.84
Wheat,17008,854,16.84
Yams,163683,854,16.84
Maize,69295,854,16.5
Potatoes,150341,854,16.5
Rice,58453,854,16.5
Spotatoes,183175,854,16.5
Wheat,14305,854,16.5
Yams,165605,854,16.5
Maize,81040,854,16.91
Potatoes,147088,854,16.91
Rice,58855,854,16.91
Spotatoes,253007,854,16.91
Wheat,12002,854,16.91
Yams,167204,854,16.91
Maize,83042,854,16.24
Potatoes,177890,854,16.24
Rice,59995,854,16.24
Spotatoes,213756,854,16.24
Wheat,10766,854,16.24
Yams,165217,854,16.24
Maize,83149,854,16.77
Potatoes,182243,854,16.77
Rice,59699,854,16.77
Spotatoes,224367,854,16.77
Wheat,17635,854,16.77
Yams,169492,854,16.77
Maize,135000,74,27.38
Potatoes,96667,74,27.38
Wheat,22996,74,27.38
Maize,121818,74,26.77
Potatoes,100909,74,26.77
Wheat,23048,74,26.77
Maize,124583,74,26.22
Potatoes,97727,74,26.22
Wheat,23088,74,26.22
Maize,126667,74,27.1
Potatoes,100000,74,27.1
Wheat,23103,74,27.1
Maize,124074,74,27.59
Potatoes,98182,74,27.59
Wheat,23065,74,27.59
Maize,125806,74,27.16
Potatoes,91667,74,27.16
Wheat,22969,74,27.16
Maize,125692,74,27.66
Potatoes,104000,74,27.66
Wheat,22881,74,27.66
Maize,125694,74,27.23
Potatoes,101429,74,27.23
Wheat,23077,74,27.23
Maize,124348,74,28.48
Potatoes,103333,74,28.48
Wheat,22951,74,28.48
Maize,124639,74,28.62
Potatoes,93333,74,28.62
Wheat,23056,74,28.62
Maize,125175,74,28.06
Potatoes,86667,74,28.06
Wheat,23056,74,28.06
Maize,125299,74,28.36
Potatoes,80000,74,28.36
Wheat,23333,74,28.36
Maize,124627,74,28.25
Potatoes,75000,74,28.25
Wheat,22727,74,28.25
Maize,126304,74,28.2
Potatoes,80000,74,28.2
Wheat,24444,74,28.2
Maize,124776,74,28.09
Potatoes,95169,74,28.09
Wheat,23333,74,28.09
Maize,118571,74,28.12
Potatoes,103333,74,28.12
Wheat,20000,74,28.12
Maize,181429,74,28.23
Potatoes,100000,74,28.23
Wheat,23188,74,28.23
Maize,181429,74,27.92
Potatoes,100000,74,27.92
Wheat,30000,74,27.92
Maize,192857,74,28.17
Potatoes,110000,74,28.17
Wheat,23333,74,28.17
Maize,207556,74,28.93
Potatoes,92000,74,28.93
Wheat,22500,74,28.93
Maize,125556,74,28.23
Potatoes,180000,74,28.23
Wheat,23636,74,28.23
Maize,124894,74,28.54
Potatoes,120000,74,28.54
Wheat,22857,74,28.54
Maize,124845,74,28.68
Potatoes,109298,74,28.68
Wheat,22632,74,28.68
Maize,27606,637,12.26
Potatoes,109996,637,12.26
Rice,16667,637,12.26
Sorghum,6731,637,12.26
Soybeans,7421,637,12.26
Wheat,32351,637,12.26
Maize,40766,637,10.55
Potatoes,79732,637,10.55
Rice,14560,637,10.55
Sorghum,15750,637,10.55
Soybeans,16544,637,10.55
Wheat,25406,637,10.55
Maize,20469,637,11.55
Potatoes,118962,637,11.55
Rice,23742,637,11.55
Sorghum,5500,637,11.55
Soybeans,7619,637,11.55
Wheat,21950,637,11.55
Maize,26054,637,10.78
Potatoes,148950,637,10.78
Rice,30351,637,10.78
Sorghum,9788,637,10.78
Soybeans,12698,637,10.78
Wheat,23291,637,10.78
Maize,31317,637,12.7
Potatoes,118525,637,12.7
Rice,32835,637,12.7
Sorghum,9406,637,12.7
Soybeans,15525,637,12.7
Wheat,25435,637,12.7
Maize,31915,637,11.21
Potatoes,123608,637,11.21
Rice,39030,637,11.21
Sorghum,7633,637,11.21
Soybeans,14701,637,11.21
Wheat,30903,637,11.21
Maize,29319,637,10.71
Potatoes,139763,637,10.71
Rice,27075,637,10.71
Sorghum,5875,637,10.71
Soybeans,14104,637,10.71
Wheat,17645,637,10.71
Maize,42171,637,10.46
Potatoes,126636,637,10.46
Rice,26766,637,10.46
Sorghum,19258,637,10.46
Soybeans,20032,637,10.46
Wheat,30103,637,10.46
Maize,27892,637,11.37
Potatoes,128302,637,11.37
Rice,29791,637,11.37
Sorghum,16636,637,11.37
Soybeans,13913,637,11.37
Wheat,25963,637,11.37
Maize,36403,637,12.34
Potatoes,144957,637,12.34
Rice,24427,637,12.34
Sorghum,16414,637,12.34
Soybeans,18724,637,12.34
Wheat,27993,637,12.34
Maize,17128,637,12.44
Potatoes,123276,637,12.44
Rice,26441,637,12.44
Sorghum,13874,637,12.44
Soybeans,7659,637,12.44
Wheat,22996,637,12.44
Maize,31232,637,11.9
Potatoes,144769,637,11.9
Rice,12632,637,11.9
Sorghum,13381,637,11.9
Soybeans,16721,637,11.9
Wheat,30449,637,11.9
Maize,30421,637,12.24
Potatoes,144401,637,12.24
Rice,12839,637,12.24
Sorghum,14190,637,12.24
Soybeans,20909,637,12.24
Wheat,20580,637,12.24
Maize,45497,637,11.63
Potatoes,166540,637,11.63
Rice,40056,637,11.63
Sorghum,37611,637,11.63
Soybeans,26595,637,11.63
Wheat,34775,637,11.63
Maize,39816,637,11.25
Potatoes,131035,637,11.25
Rice,41989,637,11.25
Sorghum,25291,637,11.25
Soybeans,23922,637,11.25
Wheat,29985,637,11.25
Maize,35754,637,11.63
Potatoes,141860,637,11.63
Rice,32993,637,11.63
Sorghum,17986,637,11.63
Soybeans,19434,637,11.63
Wheat,27737,637,11.63
Maize,17030,637,12.99
Potatoes,136211,637,12.99
Rice,34023,637,12.99
Sorghum,13345,637,12.99
Soybeans,12450,637,12.99
Wheat,16100,637,12.99
Maize,32271,637,12.5
Potatoes,140485,637,12.5
Rice,49326,637,12.5
Sorghum,26348,637,12.5
Soybeans,19633,637,12.5
Wheat,34222,637,12.5
Maize,34169,637,12.47
Potatoes,153812,637,12.47
Rice,54262,637,12.47
Sorghum,23758,637,12.47
Soybeans,17465,637,12.47
Wheat,24305,637,12.47
Maize,43176,637,11.94
Potatoes,132960,637,11.94
Rice,49656,637,11.94
Sorghum,19918,637,11.94
Soybeans,23641,637,11.94
Wheat,27000,637,11.94
Maize,45292,637,11.26
Potatoes,164154,637,11.26
Rice,51504,637,11.26
Sorghum,31313,637,11.26
Soybeans,19849,637,11.26
Wheat,36650,637,11.26
Maize,21870,637,12.33
Potatoes,107623,637,12.33
Rice,44995,637,12.33
Sorghum,19335,637,12.33
Soybeans,13388,637,12.33
Wheat,26593,637,12.33
Maize,44941,637,13.94
Potatoes,158462,637,13.94
Rice,47194,637,13.94
Sorghum,23726,637,13.94
Soybeans,22242,637,13.94
Wheat,34786,637,13.94
Cassava,20126,1212,19.39
Maize,10252,1212,19.39
Potatoes,67453,1212,19.39
Rice,13652,1212,19.39
Sorghum,10688,1212,19.39
Soybeans,6735,1212,19.39
Spotatoes,46491,1212,19.39
Wheat,11811,1212,19.39
Yams,40000,1212,19.39
Cassava,26400,1212,19.22
Maize,11556,1212,19.22
Potatoes,68462,1212,19.22
Rice,24118,1212,19.22
Sorghum,12813,1212,19.22
Soybeans,7200,1212,19.22
Spotatoes,50000,1212,19.22
Wheat,12333,1212,19.22
Yams,30769,1212,19.22
Cassava,26100,1212,19.54
Maize,12250,1212,19.54
Potatoes,66731,1212,19.54
Rice,24030,1212,19.54
Sorghum,7507,1212,19.54
Soybeans,8095,1212,19.54
Spotatoes,50248,1212,19.54
Wheat,11455,1212,19.54
Yams,50000,1212,19.54
Cassava,24250,1212,19.53
Maize,17400,1212,19.53
Potatoes,68053,1212,19.53
Rice,26400,1212,19.53
Sorghum,12810,1212,19.53
Soybeans,6667,1212,19.53
Spotatoes,49855,1212,19.53
Wheat,12000,1212,19.53
Yams,53333,1212,19.53
Cassava,11778,1212,19.55
Maize,16750,1212,19.55
Potatoes,67588,1212,19.55
Rice,26471,1212,19.55
Sorghum,6850,1212,19.55
Soybeans,8894,1212,19.55
Spotatoes,49953,1212,19.55
Wheat,11852,1212,19.55
Yams,30769,1212,19.55
Cassava,24667,1212,19.81
Maize,11200,1212,19.81
Potatoes,68850,1212,19.81
Rice,36508,1212,19.81
Sorghum,11521,1212,19.81
Soybeans,10346,1212,19.81
Spotatoes,50045,1212,19.81
Wheat,10442,1212,19.81
Yams,36227,1212,19.81
Cassava,27580,1212,19.31
Maize,11099,1212,19.31
Potatoes,55823,1212,19.31
Rice,32980,1212,19.31
Sorghum,13610,1212,19.31
Soybeans,4856,1212,19.31
Spotatoes,51123,1212,19.31
Wheat,11357,1212,19.31
Yams,38151,1212,19.31
Cassava,24699,1212,19.78
Maize,10908,1212,19.78
Potatoes,54673,1212,19.78
Rice,30328,1212,19.78
Sorghum,11222,1212,19.78
Soybeans,4928,1212,19.78
Spotatoes,49659,1212,19.78
Wheat,9557,1212,19.78
Yams,38157,1212,19.78
Cassava,24659,1212,19.79
Maize,8231,1212,19.79
Potatoes,64088,1212,19.79
Rice,19148,1212,19.79
Sorghum,10514,1212,19.79
Soybeans,5505,1212,19.79
Spotatoes,50463,1212,19.79
Wheat,7263,1212,19.79
Yams,37940,1212,19.79
Cassava,26747,1212,19.35
Maize,7556,1212,19.35
Potatoes,59083,1212,19.35
Rice,18132,1212,19.35
Sorghum,8322,1212,19.35
Soybeans,4665,1212,19.35
Spotatoes,47936,1212,19.35
Wheat,6974,1212,19.35
Yams,29412,1212,19.35
Cassava,68153,1212,19.59
Maize,7018,1212,19.59
Potatoes,87830,1212,19.59
Rice,27318,1212,19.59
Sorghum,8904,1212,19.59
Soybeans,4712,1212,19.59
Spotatoes,59138,1212,19.59
Wheat,6416,1212,19.59
Yams,33333,1212,19.59
Cassava,57907,1212,19.5
Maize,7671,1212,19.5
Potatoes,86222,1212,19.5
Rice,30668,1212,19.5
Sorghum,9486,1212,19.5
Soybeans,5527,1212,19.5
Spotatoes,60000,1212,19.5
Wheat,7694,1212,19.5
Yams,36842,1212,19.5
Cassava,79036,1212,19.77
Maize,8763,1212,19.77
Potatoes,83133,1212,19.77
Rice,32658,1212,19.77
Sorghum,10730,1212,19.77
Soybeans,5461,1212,19.77
Spotatoes,66149,1212,19.77
Wheat,6171,1212,19.77
Yams,40000,1212,19.77
Cassava,57198,1212,19.93
Maize,7670,1212,19.93
Potatoes,80407,1212,19.93
Rice,37964,1212,19.93
Sorghum,9134,1212,19.93
Soybeans,4972,1212,19.93
Spotatoes,55700,1212,19.93
Wheat,7987,1212,19.93
Yams,45455,1212,19.93
Cassava,67561,1212,20.29
Maize,8889,1212,20.29
Potatoes,96891,1212,20.29
Rice,44673,1212,20.29
Sorghum,11586,1212,20.29
Soybeans,5627,1212,20.29
Spotatoes,59629,1212,20.29
Wheat,9083,1212,20.29
Yams,47826,1212,20.29
Cassava,64378,1212,20.02
Maize,8531,1212,20.02
Potatoes,91740,1212,20.02
Rice,44843,1212,20.02
Sorghum,11003,1212,20.02
Soybeans,6406,1212,20.02
Spotatoes,57251,1212,20.02
Wheat,8510,1212,20.02
Yams,49419,1212,20.02
Cassava,54550,1212,19.6
Maize,7201,1212,19.6
Potatoes,77618,1212,19.6
Rice,41320,1212,19.6
Sorghum,10103,1212,19.6
Soybeans,7926,1212,19.6
Spotatoes,56993,1212,19.6
Wheat,8948,1212,19.6
Yams,48020,1212,19.6
Cassava,103117,1212,19.56
Maize,11515,1212,19.56
Potatoes,91329,1212,19.56
Rice,44432,1212,19.56
Sorghum,10055,1212,19.56
Soybeans,8248,1212,19.56
Spotatoes,55168,1212,19.56
Wheat,12968,1212,19.56
Yams,45817,1212,19.56
Cassava,112077,1212,19.84
Maize,19503,1212,19.84
Potatoes,102216,1212,19.84
Rice,56178,1212,19.84
Sorghum,11928,1212,19.84
Soybeans,8215,1212,19.84
Spotatoes,65099,1212,19.84
Wheat,17079,1212,19.84
Yams,52001,1212,19.84
Cassava,120430,1212,20.12
Maize,23416,1212,20.12
Potatoes,118679,1212,20.12
Rice,51833,1212,20.12
Sorghum,12088,1212,20.12
Soybeans,7890,1212,20.12
Spotatoes,74877,1212,20.12
Wheat,15631,1212,20.12
Yams,71523,1212,20.12
Cassava,122765,1212,19.59
Maize,23529,1212,19.59
Potatoes,128118,1212,19.59
Rice,55195,1212,19.59
Sorghum,12714,1212,19.59
Soybeans,7800,1212,19.59
Spotatoes,80541,1212,19.59
Wheat,20478,1212,19.59
Yams,66757,1212,19.59
Cassava,149026,1212,19.79
Maize,22587,1212,19.79
Potatoes,141869,1212,19.79
Rice,57193,1212,19.79
Sorghum,14277,1212,19.79
Soybeans,5862,1212,19.79
Spotatoes,91903,1212,19.79
Wheat,21680,1212,19.79
Yams,77498,1212,19.79
Cassava,157657,1212,19.93
Maize,22845,1212,19.93
Potatoes,136056,1212,19.93
Rice,53362,1212,19.93
Sorghum,14433,1212,19.93
Soybeans,6755,1212,19.93
Spotatoes,96163,1212,19.93
Wheat,19924,1212,19.93
Yams,154700,1212,19.93
Maize,17992,59,25.86
Maize,17992,59,25.7
Potatoes,198311,59,25.86
Potatoes,198311,59,25.7
Sorghum,12369,59,25.86
Sorghum,12369,59,25.7
Wheat,46461,59,25.86
Wheat,46461,59,25.7
Maize,21166,59,25.94
Maize,21166,59,25.43
Potatoes,175355,59,25.94
Potatoes,175355,59,25.43
Sorghum,9519,59,25.94
Sorghum,9519,59,25.43
Wheat,45030,59,25.94
Wheat,45030,59,25.43
Maize,20733,59,24.74
Maize,20733,59,24.37
Potatoes,160109,59,24.74
Potatoes,160109,59,24.37
Sorghum,11577,59,24.74
Sorghum,11577,59,24.37
Wheat,44609,59,24.74
Wheat,44609,59,24.37
Maize,21725,59,25.9
Maize,21725,59,25.42
Potatoes,182880,59,25.9
Potatoes,182880,59,25.42
Sorghum,12034,59,25.9
Sorghum,12034,59,25.42
Wheat,44886,59,25.9
Wheat,44886,59,25.42
Maize,19523,59,26.26
Maize,19523,59,26.08
Potatoes,189468,59,26.26
Potatoes,189468,59,26.08
Sorghum,11477,59,26.26
Sorghum,11477,59,26.08
Wheat,45503,59,26.26
Wheat,45503,59,26.08
Maize,19522,59,26.33
Maize,19522,59,25.64
Potatoes,196769,59,26.33
Potatoes,196769,59,25.64
Sorghum,11477,59,26.33
Sorghum,11477,59,25.64
Wheat,44720,59,26.33
Wheat,44720,59,25.64
Maize,19583,59,26.37
Maize,19583,59,26.28
Potatoes,196701,59,26.37
Potatoes,196701,59,26.28
Sorghum,11513,59,26.37
Sorghum,11513,59,26.28
Wheat,43821,59,26.37
Wheat,43821,59,26.28
Maize,17531,59,25.88
Maize,17531,59,25.49
Potatoes,173596,59,25.88
Potatoes,173596,59,25.49
Sorghum,11469,59,25.88
Sorghum,11469,59,25.49
Wheat,44497,59,25.88
Wheat,44497,59,25.49
Maize,20519,59,26.48
Maize,20519,59,26.73
Potatoes,180428,59,26.48
Potatoes,180428,59,26.73
Sorghum,11049,59,26.48
Sorghum,11049,59,26.73
Wheat,44999,59,26.48
Wheat,44999,59,26.73
Maize,18723,59,26.75
Maize,18723,59,26.92
Potatoes,250876,59,26.75
Potatoes,250876,59,26.92
Sorghum,13192,59,26.75
Sorghum,13192,59,26.92
Wheat,42526,59,26.75
Wheat,42526,59,26.92
Maize,62820,59,26.62
Maize,62820,59,26.55
Potatoes,262035,59,26.62
Potatoes,262035,59,26.55
Sorghum,13384,59,26.62
Sorghum,13384,59,26.55
Wheat,42640,59,26.62
Wheat,42640,59,26.55
Maize,40612,59,26.6
Maize,40612,59,26.67
Potatoes,240917,59,26.6
Potatoes,240917,59,26.67
Sorghum,13971,59,26.6
Sorghum,13971,59,26.67
Wheat,49081,59,26.6
Wheat,49081,59,26.67
Maize,36432,59,26.63
Maize,36432,59,26.44
Potatoes,228648,59,26.63
Potatoes,228648,59,26.44
Sorghum,14482,59,26.63
Sorghum,14482,59,26.44
Wheat,48875,59,26.63
Wheat,48875,59,26.44
Maize,38514,59,26.53
Maize,38514,59,26.2
Potatoes,260589,59,26.53
Potatoes,260589,59,26.2
Sorghum,21858,59,26.53
Sorghum,21858,59,26.2
Wheat,53066,59,26.53
Wheat,53066,59,26.2
Maize,37301,59,26.47
Maize,37301,59,26.27
Potatoes,243565,59,26.47
Potatoes,243565,59,26.27
Sorghum,19751,59,26.47
Sorghum,19751,59,26.27
Wheat,54175,59,26.47
Wheat,54175,59,26.27
Maize,58203,59,26.42
Maize,58203,59,26.24
Potatoes,242031,59,26.42
Potatoes,242031,59,26.24
Sorghum,23933,59,26.42
Sorghum,23933,59,26.24
Wheat,56172,59,26.42
Wheat,56172,59,26.24
Maize,56250,59,26.58
Maize,56250,59,26.49
Potatoes,235025,59,26.58
Potatoes,235025,59,26.49
Sorghum,24271,59,26.58
Sorghum,24271,59,26.49
Wheat,56844,59,26.58
Wheat,56844,59,26.49
Maize,56427,59,26.64
Maize,56427,59,26.21
Potatoes,249332,59,26.64
Potatoes,249332,59,26.21
Sorghum,24325,59,26.64
Sorghum,24325,59,26.21
Wheat,60877,59,26.64
Wheat,60877,59,26.21
Maize,54742,59,26.9
Maize,54742,59,26.71
Potatoes,251423,59,26.9
Potatoes,251423,59,26.71
Sorghum,26312,59,26.9
Sorghum,26312,59,26.71
Wheat,58833,59,26.9
Wheat,58833,59,26.71
Maize,53096,59,27.3
Maize,53096,59,27.37
Potatoes,260575,59,27.3
Potatoes,260575,59,27.37
Sorghum,25974,59,27.3
Sorghum,25974,59,27.37
Wheat,61474,59,27.3
Wheat,61474,59,27.37
Maize,59958,59,26.57
Maize,59958,59,26.4
Potatoes,248330,59,26.57
Potatoes,248330,59,26.4
Sorghum,26372,59,26.57
Sorghum,26372,59,26.4
Wheat,61429,59,26.57
Wheat,61429,59,26.4
Maize,60135,59,27.02
Maize,60135,59,26.83
Potatoes,253233,59,27.02
Potatoes,253233,59,26.83
Sorghum,26056,59,27.02
Sorghum,26056,59,26.83
Wheat,59254,59,27.02
Wheat,59254,59,26.83
Maize,61024,59,27.57
Maize,61024,59,27.78
Potatoes,256547,59,27.57
Potatoes,256547,59,27.78
Sorghum,26199,59,27.57
Sorghum,26199,59,27.78
Wheat,64333,59,27.57
Wheat,64333,59,27.78
Cassava,35159,686,25.13
Maize,11411,686,25.13
Potatoes,145518,686,25.13
Rice,24825,686,25.13
Sorghum,9101,686,25.13
Spotatoes,57380,686,25.13
Cassava,24752,686,25
Maize,11324,686,25
Potatoes,168760,686,25
Rice,23497,686,25
Sorghum,7838,686,25
Spotatoes,50951,686,25
Cassava,21496,686,25.09
Maize,10907,686,25.09
Potatoes,165247,686,25.09
Rice,24065,686,25.09
Sorghum,8884,686,25.09
Spotatoes,54350,686,25.09
Cassava,27673,686,24.99
Maize,12694,686,24.99
Potatoes,159492,686,24.99
Rice,24809,686,24.99
Sorghum,7841,686,24.99
Spotatoes,60372,686,24.99
Cassava,24925,686,24.94
Maize,10133,686,24.94
Potatoes,154545,686,24.94
Rice,20869,686,24.94
Sorghum,8672,686,24.94
Spotatoes,85778,686,24.94
Cassava,31801,686,25.33
Maize,10881,686,25.33
Potatoes,213833,686,25.33
Rice,22497,686,25.33
Sorghum,8579,686,25.33
Spotatoes,69468,686,25.33
Cassava,26397,686,25.49
Maize,10438,686,25.49
Potatoes,200000,686,25.49
Rice,20157,686,25.49
Sorghum,8948,686,25.49
Spotatoes,56359,686,25.49
Cassava,23356,686,25.87
Maize,12911,686,25.87
Potatoes,187500,686,25.87
Rice,23254,686,25.87
Sorghum,7658,686,25.87
Spotatoes,41773,686,25.87
Cassava,49527,686,26.03
Maize,8255,686,26.03
Potatoes,162731,686,26.03
Rice,27204,686,26.03
Sorghum,5927,686,26.03
Spotatoes,73470,686,26.03
Cassava,51000,686,24.93
Maize,9388,686,24.93
Potatoes,157460,686,24.93
Rice,28000,686,24.93
Sorghum,6405,686,24.93
Spotatoes,87926,686,24.93
Cassava,48883,686,25.26
Maize,11114,686,25.26
Potatoes,111628,686,25.26
Rice,23454,686,25.26
Sorghum,8691,686,25.26
Spotatoes,100092,686,25.26
Cassava,49613,686,25.79
Maize,12279,686,25.79
Potatoes,157460,686,25.79
Rice,23729,686,25.79
Sorghum,8565,686,25.79
Spotatoes,107470,686,25.79
Cassava,49963,686,25.4
Maize,7434,686,25.4
Potatoes,258305,686,25.4
Rice,22676,686,25.4
Sorghum,5854,686,25.4
Spotatoes,107470,686,25.4
Cassava,67374,686,25.38
Maize,27194,686,25.38
Potatoes,149835,686,25.38
Rice,24758,686,25.38
Sorghum,7754,686,25.38
Spotatoes,250094,686,25.38
Cassava,108083,686,25.78
Maize,27961,686,25.78
Potatoes,136536,686,25.78
Rice,28542,686,25.78
Sorghum,9652,686,25.78
Spotatoes,250081,686,25.78
Cassava,61673,686,25.32
Maize,13919,686,25.32
Potatoes,200382,686,25.32
Rice,22401,686,25.32
Sorghum,7607,686,25.32
Spotatoes,250252,686,25.32
Cassava,50338,686,25.34
Maize,11008,686,25.34
Potatoes,200000,686,25.34
Rice,24078,686,25.34
Sorghum,6459,686,25.34
Spotatoes,253333,686,25.34
Cassava,81345,686,25.5
Maize,18351,686,25.5
Potatoes,113000,686,25.5
Rice,32572,686,25.5
Sorghum,10089,686,25.5
Spotatoes,250000,686,25.5
Cassava,81909,686,25.01
Maize,16300,686,25.01
Potatoes,200000,686,25.01
Rice,36022,686,25.01
Sorghum,9357,686,25.01
Spotatoes,400000,686,25.01
Cassava,71902,686,26.1
Maize,15384,686,26.1
Potatoes,200000,686,26.1
Rice,41033,686,26.1
Sorghum,9331,686,26.1
Spotatoes,333333,686,26.1
Cassava,74922,686,25.41
Maize,11331,686,25.41
Potatoes,215517,686,25.41
Rice,37171,686,25.41
Sorghum,6389,686,25.41
Spotatoes,263979,686,25.41
Cassava,80283,686,25.47
Maize,15465,686,25.47
Potatoes,267857,686,25.47
Rice,39892,686,25.47
Sorghum,9602,686,25.47
Spotatoes,288175,686,25.47
Cassava,69978,686,24.7
Maize,14428,686,24.7
Potatoes,225885,686,24.7
Rice,40181,686,24.7
Sorghum,8458,686,24.7
Spotatoes,352871,686,24.7
Maize,28150,1162,10.78
Potatoes,121000,1162,10.78
Soybeans,20000,1162,10.78
Wheat,41937,1162,10.78
Maize,40210,1162,10.19
Potatoes,125740,1162,10.19
Soybeans,13571,1162,10.19
Wheat,38430,1162,10.19
Maize,63200,1162,11.33
Potatoes,172680,1162,11.33
Soybeans,11000,1162,11.33
Wheat,43300,1162,11.33
Maize,63380,1162,10.14
